a12,b12,c12,a25,b25,c25,a50,b50,c50,a1,b1,c1,aDisk,bDisk,cDisk
13.461391826808146,12.940054000932768,9.037139208589467,27.04123850299905,25.743885957206096,17.927909279942405,54.26794070295523,50.00695755813899,36.57799154302542,112.50441311858978,98.76525946184381,74.51410427713998,69.02491265447841,62.66273460911389,46.55917557661547
18.642299587586503,10.246049970943357,8.447925334170064,36.80195573678574,20.999749924245947,16.769742370448125,70.63368523475094,42.63344755365313,33.76008809509245,137.69784661847387,85.88318391484167,69.07404122902773,86.52062794845828,53.40478289341589,42.545623236898045
14.966708175787016,14.871464210876805,10.574130193450912,29.91138830217177,29.460454964935657,21.423728836516908,59.549444362763715,57.2412318902441,44.53424277743226,119.41720959845485,113.15652305319989,89.7130975630619,34.501457635471276,33.835961337604815,24.921222872443643
19.3782901689203,11.520502701419963,10.508749173550443,37.1834006836345,24.316053038293973,19.986957915987826,71.3064491054921,53.7162491045801,39.36540862746112,132.734645675435,110.77659128846139,80.66346350261503,42.61869988914085,28.75746429414664,22.89965348162731
14.19984524370498,14.079277031109187,11.098145758603433,28.13601152987637,27.573374043555077,23.544911076569537,55.99239745741978,53.93312352260223,49.35579593899214,109.04547572135925,107.98398192702696,97.71741309053944,70.21896541118622,68.69804212410308,62.82937358595357
18.924704841396533,12.483438619968712,9.229264883316793,36.00666339839265,28.16437371853273,17.868310202878362,65.84589112557825,55.54508665365419,39.383952907028544,127.76301075708054,106.21967947956978,85.28277630888282,83.2945569352403,70.70949828602656,52.77539721662153
16.029130537453025,15.71109929871643,9.901208923966573,32.073064352756894,31.35375571127773,19.933465489594116,62.525324693024004,59.3963208284971,40.476236912401724,124.16352814931247,114.43174857191107,85.83262962912231,57.89274678758865,55.23075019378296,37.28102506564446
22.061156643998984,11.98924682221473,9.129396624745707,41.69722428799354,24.207583972117583,18.742571651888046,79.21354727908573,49.99008063541311,39.844367749991235,145.99202064386472,102.7399934128822,84.61518654439607,73.77782505567731,46.181187424088805,36.667050773707615
15.110160547986263,15.07339407330764,10.216878568286463,30.63580319550437,30.484565145191947,19.59909019390498,61.27329741042762,59.72021263685325,39.99779637665578,122.85336680591655,115.82356220120982,82.11123900488411,62.63696794104857,60.955288563322824,40.927446732380574
21.24778016199632,11.745144015040564,9.330723387481875,42.096533948108934,23.467815662372036,19.19025990671092,80.75952159523042,46.68283403493276,39.214533482706,150.66784911352488,95.60709403243538,81.59974835098912,82.44954326583516,47.75620879737174,40.150323840568035
15.506886333315329,15.444179863431684,11.605467707346596,30.204570869985787,29.90068078722821,23.137480480113442,60.23370800883772,59.59603247586118,47.10188533132603,120.72551852849226,117.1551580812593,94.23761180714614,97.2613848447566,95.410493024692,76.62077869448844
22.706281994508437,11.681519431568017,10.245078697560437,41.69567068292428,24.257845333629263,21.375817087760275,77.63561089528187,50.554616273362136,43.416115932942425,143.0089355372373,105.55963257798543,88.38578165611912,119.68919121824285,85.73362628125626,72.54020828947102
